Address,City,State,Zip
2401 56TH ST,DES MOINES,IA,50310
4801 FRANKLIN AVE,DES MOINES,IA,50310
4800 AURORA AVE,DES MOINES,IA,50310
2309 EUCLID AVE,DES MOINES,IA,50310
203 E EUCLID AVE,DES MOINES,IA,50313
501 HOLCOMB AVE,DES MOINES,IA,50313
2700 E 42ND ST,DES MOINES,IA,50317
203 E EUCLID AVE,DES MOINES,IA,50313
3101 E 12TH ST,DES MOINES,IA,50316
705 E UNIVERSITY AVE,DES MOINES,IA,50316
815 E 13TH ST,DES MOINES,IA,50316
2820 E 24TH ST,DES MOINES,IA,50317
2820 E 24TH ST,DES MOINES,IA,50317
1411 E 33RD ST,DES MOINES,IA,50317
3100 EASTON BLVD,DES MOINES,IA,50317
2700 E 42ND ST,DES MOINES,IA,50317
4401 E 46TH ST,DES MOINES,IA,50317
3300 E 29TH ST,DES MOINES,IA,50317
2116 E 39TH ST,DES MOINES,IA,50317
2941 DEAN AVE,DES MOINES,IA,50317
815 E 13TH ST,DES MOINES,IA,50316
815 E 13TH ST,DES MOINES,IA,50316
1214 E 15TH ST,DES MOINES,IA,50316
1541 8TH ST,DES MOINES,IA,50314
1849 FOREST AVE,DES MOINES,IA,50314
1849 FOREST AVE,DES MOINES,IA,50314
2507 UNIVERSITY AVE,DES MOINES,IA,50311
4801 FRANKLIN AVE,DES MOINES,IA,50310
1555 1ST AVE N,ALTOONA,IA,50009
2250 30TH ST,DES MOINES,IA,50310
2601 FOREST AVE,DES MOINES,IA,50310
4301 COLLEGE AVE,DES MOINES,IA,50311
4419 CENTER ST,DES MOINES,IA,50312
4419 CENTER ST,DES MOINES,IA,50312
831 42ND ST,DES MOINES,IA,50312
1214 E 15TH ST,DES MOINES,IA,50316
233 CENTER ST,DES MOINES,IA,50309
900 MULBERRY ST,DES MOINES,IA,50309
2941 DEAN AVE,DES MOINES,IA,50317
806 E HOFFMAN ST,DES MOINES,IA,50316
3825 INDIANOLA AVE,DES MOINES,IA,50320
2929 SE 22ND ST,DES MOINES,IA,50320
901 E PARK AVE,DES MOINES,IA,50315
2900 INDIANOLA AVE,DES MOINES,IA,50316
1610 SE 6TH ST,DES MOINES,IA,50315
400 LOCUST ST,DES MOINES,IA,50309
1912 GRAND AVE,DES MOINES,IA,50316
950 15TH ST,DES MOINES,IA,50314
3010 CENTER ST,DES MOINES,IA,50312
730 3RD ST,DES MOINES,IA,50309
3025 OXFORD ST,DES MOINES,IA,50313
3010 CENTER ST,DES MOINES,IA,50312
316 37TH ST,DES MOINES,IA,50312
2507 UNIVERSITY AVE,DES MOINES,IA,50312
225 56TH ST,DES MOINES,IA,50312
2501 PARK AVE,DES MOINES,IA,50321
2600 SW 9TH ST,DES MOINES,IA,50315
2600 SW 9TH ST,DES MOINES,IA,50315
3141 SW 9TH ST,DES MOINES,IA,50315
2600 SW 9TH ST,DES MOINES,IA,50315
2100 SE 5TH ST,DES MOINES,IA,50315
3928 6TH AVE,DES MOINES,IA,50313
901 E PARK AVE,DES MOINES,IA,50315
2929 SE 22ND ST,DES MOINES,IA,50315
3825 INDIANOLA AVE,DES MOINES,IA,50320
6550 BLOOMFIELD RD,DES MOINES,IA,50320
201 COUNTRY LINE RD,DES MOINES,IA,50320
1111 E ARMY POST RD,DES MOINES,IA,50315
801 E KENYON AVE,DES MOINES,IA,50315
100 PAYTON AVE,DES MOINES,IA,50315
801 E KENYON AVE,DES MOINES,IA,50315
111 PORTER AVE,DES MOINES,IA,50315
4827 MADISON AVE,DES MOINES,IA,50310
5001 SW 14TH ST,DES MOINES,IA,50315
2600 SW 9TH ST,DES MOINES,IA,50315
2425 WATROUS AVE,DES MOINES,IA,50321
1401 GEIL AVE,DES MOINES,IA,50315
201 COUNTY LINE RD,DES MOINES,IA,50320
4827 MADISON AVE,DES MOINES,IA,50310
2910 SW APPLEWOOD ST,ANKENY,IA,50023
252 N WASHINGTON AVE,ELKHART,IA,50073
670 SE 68TH ST,PLEASANT HILL,IA,50327
300 GARFIELD ST SW,BONDURANT,IA,50035
12130 NW 128TH ST,GRANGER,IA,50109
500 S JAMES ST,GRIMES,IA,50111
500 S JAMES ST,GRIMES,IA,50111
410 SE MAIN ST,GRIMES,IA,50111
410 SE MAIN ST,GRIMES,IA,50111
6501 NW 62ND AVE,JOHNSTON,IA,50131
6501 NW 62ND AVE,JOHNSTON,IA,50131
7370 NW 54TH AVE,JOHNSTON,IA,50131
8701 LYNDHURST DR,JOHNSTON,IA,50131
6207 NW 62ND AVE,JOHNSTON,IA,50131
6207 NW 62ND AVE,JOHNSTON,IA,50131
1400 W BROADWAY ST,POLK CITY,IA,50226
308 ELM AVE NW,MITCHELLVILLE,IA,50169
5299 E UNIVERSITY AVE,PLEASANT HILL,IA,50327
5299 E UNIVERSITY AVE,PLEASANT HILL,IA,50327
670 SE 68TH ST,PLEASANT HILL,IA,50327
1400 W BROADWAY ST,POLK CITY,IA,50226
6575 SE 116TH ST,RUNNELLS,IA,50237
125 NW BROADWAY AVE,DES MOINES,IA,50313
5810 NE 14TH ST,DES MOINES,IA,50313
1400 W BROADWAY ST,POLK CITY,IA,50226
6301 AURORA AVE,URBANDALE,IA,50322
12955 AURORA AVE,URBANDALE,IA,50323
11121 HICKMAN RD,URBANDALE,IA,50322
8100 AIRLINE AVE,URBANDALE,IA,50322
3500 74TH ST,URBANDALE,IA,50322
7701 AURORA AVE,URBANDALE,IA,50322
7701 AURORA AVE,URBANDALE,IA,50322
7111 AURORA AVE,URBANDALE,IA,50322
3305 92ND ST,URBANDALE,IA,50322
9000 DOUGLAS AVE,URBANDALE,IA,50322
12955 AURORA AVE,URBANDALE,IA,50323
11180 NE 134TH AVE,MAXWELL,IA,50161
4827 MADISON AVE,DES MOINES,IA,50310
1401 VINE ST,WEST DES MOINES,IA,50265
1601 VINE ST,DES MOINES,IA,50266
713 8TH ST,WEST DES MOINES,IA,50265
1601 VINE ST,WEST DES MOINES,IA,50265
600 39TH ST,WEST DES MOINES,IA,50265
1020 8TH ST,WEST DES MOINES,IA,50266
5500 EP TRUE PKWY,WEST DES MOINES,IA,50265
1020 8TH ST,WEST DES MOINES,IA,50265
1050 50TH ST,WEST DES MOINES,IA,50266
3650 WOODLAND AVE,WEST DES MOINES,IA,50266
5300 ASWORTH RD,WEST DES MOINES,IA,50266
625 S 35TH ST,WEST DES MOINES,IA,50266
625 S 35TH ST,WEST DES MOINES,IA,50265
3550 MILLS CIVIC PKWY,WEST DES MOINES,IA,50265
807 23RD ST,WEST DES MOINES,IA,50265
4105 FULLER RD,WEST DES MOINES,IA,50265
625 S 35TH ST,WEST DES MOINES,IA,50265
5959 GRAND AVE,WEST DES MOINES,IA,50266
4444 FULLER RD,WEST DES MOINES,IA,50265
5912 UNIVERSITY AVE,DES MOINES,IA,50311
1600 73RD ST,WINDSOR HEIGHTS,IA,50324
9401 INDIAN HILLS DR,CLIVE,IA,50325
768 S MAPLE ST,AVOCA,IA,51521
18997 HWY 59,OAKLAND,IA,51560
1000 WILLOW DR,CARTER LAKE,IA,51510
1000 WILLOW DR,CARTER LAKE,IA,51501
3130 AVENUE C,COUNCIL BLUFFS,IA,51501
3130 AVENUE C,COUNCIL BLUFFS,IA,51501
2828 AVE G,COUNCIL BLUFFS,IA,51501
715 N 21ST ST,COUNCIL BLUFFS,IA,51501
715 N 21ST ST,COUNCIL BLUFFS,IA,51501
1205 N BROADWAY,COUNCIL BLUFFS,IA,51503
140 W KANESVILLE BLVD,COUNCIL BLUFFS,IA,51503
1205 N BROADWAY,COUNCIL BLUFFS,IA,51503
1225 COLLEGE ROAD,COUNCIL BLUFFS,IA,51503
1205 BONHAM ST,COUNCIL BLUFFS,IA,51503
1205 BONHAM ST,COUNCIL BLUFFS,IA,51503
11 S 1ST ST,COUNCIL BLUFFS,IA,51503
1205 BONHAM ST,COUNCIL BLUFFS,IA,51503
1205 BONHAM ST,COUNCIL BLUFFS,IA,51503
2011 S 10TH ST,COUNCIL BLUFFS,IA,51503
2218 3RD AVE,COUNCIL BLUFFS,IA,51501
2501 W BROADWAY,COUNCIL BLUFFS,IA,51501
3326 6TH AVE,COUNCIL BLUFFS,IA,51501
2011 S 10TH ST,COUNCIL BLUFFS,IA,51501
2700 COLLEGE RD,COUNCIL BLUFFS,IA,51503
224 WALLACE AVE,COUNCIL BLUFFS,IA,51501
2700 COLLEGE RD,COUNCIL BLUFFS,IA,51503
401 E WELCH ST,CRESCET,IA,51526
400 CLOVERDALE DR,COUNCIL BLUFFS,IA,51503
18997 HWY 59,OAKLAND,IA,51560
768 S MAPLE ST,AVOCA,IA,51521
2700 COLLEGE RD,COUNCIL BLUFFS,IA,51503
3820 HARRY LANGDON BLVD,COUNCIL BLUFFS,IA,51503
404 POTTER ST,MACEDONIA,IA,51549
601 3RD ST,UNDERWOOD,IA,51576
205 MAIN ST,MINDEN,IA,51553
33980 310TH ST,NEOLA,IA,51559
18997 HWY 59,OAKLAND,IA,51560
2 ELEMENTARY DR,TREYNOR,IA,51575
601 3RD ST,UNDERWOOD,IA,51576
415 ANTIQUE CITY DR.,WALNUT,IA,51577
1201 10TH AVENUE,GRINNELL,IA,50112
1333 SUNSET ST.,GRINNELL,IA,50112
925 PARK STREET,GRINNELL,IA,50112
132 E ST S,GRINNELL,IA,50112
1090 JACKSON STREET,BROOKLYN,IA,52211
425 E STREET S,GRINNELL,IA,50112
504 N. 4TH STREET,MONTEZUMA,IA,50171
504 N. 4TH STREET,MONTEZUMA,IA,50171
504 N. 4TH STREET,MONTEZUMA,IA,50171
212 MAIN STREET,MALCOM,IA,50157
304 ADAMS ST,KELLERTON,IA,50133
111 STATE ST,BENTON,IA,50835
109 W MADISON ST,MT. AYR,IA,50854
109 W MADISON ST,MT. AYR,IA,50854
111 W MAIN ST,TINGLEY,IA,50863
MAIN ST,ELLSTON,IA,50074
103 BROADWAY ST,DIAGONAL,IA,50845
101 PINE ST.,AUBURN,IA,51433
107 MAIN ST,EARLY,IA,50535
801 JACKSON ST,LAKE VIEW,IA,51450
118 MAIN ST.,LYTTON,IA,50561
107 MAIN ST,EARLY,IA,50535
600 MAPLE ST,ODEBOLT,IA,51458
1015 W MAIN ST.,SAC CITY,IA,50583
107 MAIN ST,EARLY,IA,50535
801 JACKSON ST,LAKE VIEW,IA,51450
212 S. PARKVIEW DR.,ELDRIDGE,IA,52748
2021 STATE ST,BETTENDORF,IA,52722
2021 STATE ST,BETTENDORF,IA,52722
2021 STATE ST,BETTENDORF,IA,52722
2021 STATE ST,BETTENDORF,IA,52722
2021 STATE ST,BETTENDORF,IA,52722
2021 STATE ST,BETTENDORF,IA,52722
2021 STATE ST,BETTENDORF,IA,52722
2021 STATE ST,BETTENDORF,IA,52722
2021 STATE ST,BETTENDORF,IA,52722
2021 STATE ST,BETTENDORF,IA,52722
No data,No data,IA,
1000 JEFFERSON ST.,BUFFALO,IA,52728
226 W. SYCAMORE ST.,BLUE GRASS,IA,52726
1000 JEFFERSON ST.,BUFFALO,IA,52728
3505 W LOCUST ST,DAVENPORT,IA,52804
1307 WISCONSIN AVE,DAVENPORT,IA,52804
622 S. CONCORD ST.,DAVENPORT,IA,52802
1934 W. 5TH ST.,DAVENPORT,IA,52802
4515 N. FAIRMOUNT ST.,DAVENPORT,IA,52806
2002 N. CLARK ST.,DAVENPORT,IA,52804
5506 N. PINE ST.,DAVENPORT,IA,52806
7307 PACIFIC ST.,DAVENPORT,IA,52806
1926 W. 4TH ST.,DAVENPORT,IA,52802
1221 N. MYRTLE ST.,DAVENPORT,IA,52804
1702 N. MAIN ST.,DAVENPORT,IA,52803
1027 N. MARQUETTE ST.,DAVENPORT,IA,52804
3040 N. DIVISION ST.,DAVENPORT,IA,52804
3040 N. DIVISION ST.,DAVENPORT,IA,52804
2100 N. RIPLEY ST.,DAVENPORT,IA,52803
2100 N. RIPLEY ST.,DAVENPORT,IA,52803
1608 E. LOCUST ST.,DAVENPORT,IA,52803
1702 N. MAIN ST.,DAVENPORT,IA,52803
116 E LOCUST ST.,DAVENPORT,IA,52803
1120 MAIN ST,DAVENPORT,IA,52803
1716 KENWOOD AVE.,DAVENPORT,IA,52803
2827 JERSEY RIDGE RD,DAVENPORT,IA,52803
1414 E. LOCUST ST.,DAVENPORT,IA,52803
1120 MAIN ST.,DAVENPORT,IA,52803
626 W. 53RD ST.,DAVENPORT,IA,52806
3029 N. DIVISION ST.,DAVENPORT,IA,52804
902 E. 29TH ST.,DAVENPORT,IA,52803
626 W. 53RD ST.,DAVENPORT,IA,52806
7307 PACIFIC ST.,DAVENPORT,IA,52806
5506 N. PINE ST.,DAVENPORT,IA,52806
1032 W. 53RD ST.,DAVENPORT,IA,52806
1032 W. 53RD ST.,DAVENPORT,IA,52806
212 S. PARKVIEW DR.,ELDRIDGE,IA,52748
400 S. 16TH AVE.,ELDRIDGE,IA,52748
400 S. 16TH AVE.,ELDRIDGE,IA,52748
212 S. PARKVIEW DR.,ELDRIDGE,IA,52748
212 S. PARKVIEW DR.,ELDRIDGE,IA,52748
316 S. 12TH ST.,LE CLAIRE,IA,52753
316 S. 12TH ST.,LE CLAIRE,IA,52753
2100 TERRITORIAL RD,LE CLAIRE,IA,52753
121 S. 5TH ST.,ELDRIDGE,IA,52748
502 S 5TH ST,ELDRIDGE,IA,52748
502 S. 5TH ST.,ELDRIDGE,IA,52748
500 LOST GROVE RD.,PRINCETON,IA,52768
No data,No data,IA,
2125 DEVILS GLEN RD,BETTENDORF,IA,
545 E. JAMES ST.,WALCOTT,IA,52773
121 S. 5TH ST.,ELDRIDGE,IA,52748
4212 MAIN ST,ELK HORN,IA,51531
706 VICTORIA ST,HARLAN,IA,51537
706 VICTORIA ST,HARLAN,IA,51537
706 VICTORIA ST,HARLAN,IA,51537
706 VICTORIA ST,HARLAN,IA,51537
1901 HAWKEYE AVE,HARLAN,IA,51537
106 STATE ST,KIRKMAN,IA,51447
500 EAST STREET,SHELBY,IA,51570
212 2ND STREET,EARLING,IA,51530
605 10TH ST,ALTON,IA,51003
112 ALBANY AVE SE,ORANGE CITY,IA,51041
714 MAIN ST,BOYDEN,IA,51234
1198 CENTRAL AVE,HAWARDEN,IA,51023
1408 MAIN ST,HULL,IA,51239
112 ALBANY AVE SE,ORANGE CITY,IA,51041
105 ALBANY AVE SE,ORANGE CITY,IA,51041
1304 10TH ST.,ROCK VALLEY,IA,51247
1198 CENTRAL AVE,HAWARDEN,IA,51023
1304 10TH ST.,ROCK VALLEY,IA,51247
1304 10TH ST.,ROCK VALLEY,IA,51247
112 ALBANY AVE SE,ORANGE CITY,IA,51041
770 7TH ST NE,SIOUX CENTER,IA,51250
770 7TH ST NE,SIOUX CENTER,IA,51250
102 S MAIN AVE,SIOUX CENTER,IA,51250
105 ALBANY AVE SE,ORANGE CITY,IA,51041
3521 JEWEL DR,AMES,IA,50010
2508 MORTENSEN RD,AMES,IA,50014
1805 CENTER DR,AMES,IA,50011
520 SIXTH STREET,AMES,IA,50010
300 20TH ST,AMES,IA,50010
1900 CENTER DR,AMES,IA,50011
1921 AMES HIGH DR,AMES,IA,50010
1235 20TH ST,AMES,IA,50010
1921 AMES HIGH DR,AMES,IA,50010
312 GRETTEN ST,GILBERT,IA,50105
3915 MORTENSEN RD,AMES,IA,50014
3915 MORTENSEN RD,AMES,IA,50014
3915 MORTENSEN RD,AMES,IA,50014
820 MILLER AVE,AMES,IA,50014
4316 ONTARIO ST,AMES,IA,50014
1805 CENTER DR,AMES,IA,50011
1805 CENTER DR,AMES,IA,50011
2229 LINCOLN WAY,AMES,IA,50014
2229 LINCOLN WAY,AMES,IA,50014
1921 AMES HIGH DR,AMES,IA,50010
219 MAIN ST,COLLINS,IA,50055
201 EAST MATHEWS DR,GILBERT,IA,50105
1420 S. BELL AVENUE,AMES,IA,50010
206 S. MAIN ST,ROLAND,IA,50236
515 N MAIN AVE,HUXLEY,IA,50124
81 MAIN ST,MAXWELL,IA,50161
1009 STORY ST,STORY CITY,IA,50248
101 E MAIN ST,ZEARING,IA,50278
56461 180TH ST,AMES,IA,50010
1001 15TH ST,NEVADA,IA,50201
925 H AVE,NEVADA,IA,50201
220 H AVE,NEVADA,IA,50201
825 15TH ST,NEVADA,IA,50201
1035 15TH ST,NEVADA,IA,50201
919 WEST ST,COLO,IA,50056
701 BALLARD DR,HUXLEY,IA,50124
1001 15TH ST,NEVADA,IA,50201
919 WEST ST,COLO,IA,50056
105 E MAIN,SLATER,IA,50244
1009 STORY ST,STORY CITY,IA,50248
225 WATER ST,CAMBRIDGE,IA,50046
400 LATROBE,MCCALLSBURG,IA,50154
3915 MORTENSEN RD,AMES,IA,50014
600 3RD ST,GARWIN,IA,50632
214 MAIN ST,CLUTIER,IA,52217
505 WEST ST,DYSART,IA,52224
1611 COUNTRY CLUB DR,TAMA,IA,52339
110 MAIN ST,LINCOLN,IA,50652
102 E ELM ST,MONTOUR,IA,50173
349 MESKWAKI RD,TAMA,IA,52339
110 MAIN ST,LINCOLN,IA,50652
605 WALNUT ST,TRAER,IA,50675
201 DUDLEY ST,CHELSEA,IA,52215
1611 COUNTRY CLUB DR,TAMA,IA,52339
421 JOHNSTON ST,GLADBROOK,IA,50635
206 E HIGH ST,TOLEDO,IA,52342
206 E HIGH ST,TOLEDO,IA,52342
106 MAIN ST,ELBERON,IA,52225
405 DIVISION ST,BLOCKTON,IA,50836
210 E DALLAS ST,LENOX,IA,50851
304 MAIN ST,GRAVITY,IA,50848
512 MAIN ST,NEW MARKET,IA,51646
210 E DALLAS ST.,LENOX,IA,50851
906 PENNSYLVANIA ST,BEDFORD,IA,50833
906 PENNSYLVANIA ST,BEDFORD,IA,50833
1916 HIGH SCHOOL DRIVE,AFTON,IA,50830
1916 HIGH SCHOOL DRIVE,AFTON,IA,50830
601 W TOWNLINE ST,CRESTON,IA,50801
1916 HIGH SCHOOL DRIVE,AFTON,IA,50830
805 ACADEMIC AVE,CRESTON,IA,50801
601 W TOWNLINE ST,CRESTON,IA,50801
601 W TOWNLINE ST,CRESTON,IA,50801
601 W TOWNLINE ST,CRESTON,IA,50801
110 N. CROSS ST.,BIRMINGHAM,IA,52535
103 MAIN ST.,BONAPARTE,IA,52620
104 W. 3RD ST.,CANTRIL,IA,52542
14574 JEFFERSON ST.,DOUDS,IA,52551
203 ELM ST.,FARMINGTON,IA,52626
406 DODGE ST.,KEOSAUQUA,IA,52565
301 E. OAK ST.,MILTON,IA,52570
406 DODGE ST.,KEOSAUQUA,IA,52565
407 WILSON ST.,BLAKESBURG,IA,52536
150-100 HAZEL ST.,AGENCY,IA,52530
1301 BURDAN ST.,EDDYVILLE,IA,52553
101 W. 4TH ST.,OTTUMWA,IA,52501
1301 BURDAN ST.,EDDYVILLE,IA,52553
2624 MARILYN RD.,OTTUMWA,IA,52501
655 INDIAN HILLS DR.,OTTUMWA,IA,52501
307 W. MARY ST.,OTTUMWA,IA,52501
2624 MARILYN RD.,OTTUMWA,IA,52501
1305 E. MARY ST.,OTTUMWA,IA,52501
1102 E 4TH ST,OTTUMWA,IA,52501
812 CHESTER AVE,OTTUMWA,IA,52501
1523 N COURT ST,OTTUMWA,IA,52501
2814 N COURT,OTTUMWA,IA,52501
1001 N BENTON ST,OTTUMWA,IA,52501
102 CHURCH ST.,OTTUMWA,IA,52501
205 N. JAMES ST.,OTTUMWA,IA,52501
307 W MARY ST,OTTUMWA,IA,52501
50 TRAXLER DR,OTTUMWA,IA,52501
50 TRAXLER DR.,OTTUMWA,IA,52501
655 INDIAN HILLS DR.,OTTUMWA,IA,52501
608 W ELM ST,ELDON,IA,52554
430 SCHOOL ST,CARLISLE,IA,50047
430 SCHOOL ST,CARLISLE,IA,50047
113 MAIN ST,MILO,IA,50166
1201 NORTH AVE,NORWALK,IA,50211
2300 R62 HWY,NORWALK,IA,50211
8383 RIDGEVIEW DR,DES MOINES,IA,50320
13015 SCOTCH RIDGE RD,CARLISLE,IA,50047
1304 E 1ST AVE,INDIANOLA,IA,50125
1304 E 1ST AVE,INDIANOLA,IA,50125
701 N C ST,INDIANOLA,IA,50125
701 N C ST,INDIANOLA,IA,50125
1304 E 1ST AVE,INDIANOLA,IA,50125
630 N C ST,INDIANOLA,IA,50125
1306 W SALEM AVE,INDIANOLA,IA,50125
1306 W SALEM AVE,INDIANOLA,IA,50125
390 BURLINGTON AVE,MARTENSDALE,IA,50160
390 BURLINGTON AVE,MARTENSDALE,IA,50160
16331 TYLER ST,LIBERTY CENTER,IA,50145
8020 KENNEDY ST,INDIANOLA,IA,50125
1201 NORTH AVE,NORWALK,IA,50211
4380 WAKONDA DR,NORWALK,IA,50211
1201 NORTH AVE,NORWALK,IA,50211
1201 NORTH AVE,NORWALK,IA,50211
113 MAIN ST,MILO,IA,50166
19397 G24 HWY,CARLISLE,IA,50047
500 N VINE STREET,HARTFORD,IA,50118
10804 G76 HWY,NEW VIRGINIA,IA,50210
199 1ST ST,ACKWORTH,IA,50001
503 WEST ST,NEW VIRGINIA,IA,50210
519 N WASHINGTON ST,LACONA,IA,50139
15565 118TH AVE,INDIANOLA,IA,50125
835 PARK ST.,AINSWORTH,IA,52201
100 E. WASHINGTON ST.,BRIGHTON,IA,52540
713 F AVE.,KALONA,IA,52247
220 SCHNOEBELEN ST.,RIVERSIDE,IA,52327
1015 S. IOWA AVE.,WASHINGTON,IA,52353
115 W. WASHINGTON BLVD.,WASHINGTON,IA,52353
606 S. 4TH AVE.,WASHINGTON,IA,52353
821 N. 4TH AVE.,WASHINGTON,IA,52353
525 13TH ST.,WELLMAN,IA,52356
510 MAIN ST.,WEST CHESTER,IA,52359
106 N. CENTRAL AVE.,ALLERTON,IA,50008
607 S. WEST ST.,CORYDON,IA,50060
111 N. EATON ST.,HUMESTON,IA,50123
100 S. PARK AVE.,SEYMOUR,IA,52590
150 2ND ST SE,BADGER,IA,50516
505 THOMAS ST,CALLENDER,IA,50523
510 FOLGER ST.,DUNCOMB,IA,50532
800 N 32ND ST,FORT DODGE,IA,50501
104 1ST ST NE,DAYTON,IA,50530
203 N HOOD ST,CLARE,IA,50524
1 TRITON CIR,FORT DODGE,IA,50501
22770 OLD HWY 169,FORT DODGE,IA,50501
819 N 25TH ST,FORT DODGE,IA,50501
819 N 25TH ST,FORT DODGE,IA,50501
819 N 25TH ST,FORT DODGE,IA,50501
819 N 25TH ST,FORT DODGE,IA,50501
800 N 32ND ST,FORT DODGE,IA,50501
731 EXPOSITION DRIVE,FORT DODGE,IA,50501
800 N 32ND ST,FORT DODGE,IA,50501
420 KENYON RD,FORT DODGE,IA,50501
308 CENTRAL AVE,FORT DODGE,IA,50501
800 N 32ND ST,FORT DODGE,IA,50501
800 N 32ND ST,FORT DODGE,IA,50501
800 N 32ND ST,FORT DODGE,IA,50501
416 3RD STREET WEST,MOORLAND,IA,50566
1206 MARKET ST,GOWRIE,IA,50543
416 EAST ST,BARNUM,IA,50518
113 N ASH,HARCOURT,IA,50544
102 S 1ST ST,VINCENT,IA,50594
220 RAKE ST,OTHO,IA,50569
114 MAIN ST,LEHIGH,IA,50557
510 FOLGER ST.,DUNCOMB,IA,50532
111 3RD AVENUE NW,BUFFALO CENTER,IA,50424
102 S 4TH AVE E,LAKE MILLS,IA,50450
121 MAIN STREET,SCARVILLE,IA,50473
106 SOUTH 6TH STREET,FOREST CITY,IA,50436
106 SOUTH 6TH STREET,FOREST CITY,IA,50436
106 SOUTH 6TH STREET,FOREST CITY,IA,50436
106 SOUTH 6TH STREET,FOREST CITY,IA,50436
102 JACKSON ST N,THOMPSON,IA,50478
146 S 9TH ST,FOREST CITY,IA,50436
316 WALNUT ST,LELAND,IA,50453
3495 N WINN RD,DECORAH,IA,52101
303 3RD ST NW,FORT ATKINSON,IA,52144
202 WINNEBAGO ST,DECORAH,IA,52101
806 RIVER ST,DECORAH,IA,52101
100 CLAIBORNE DR,DECORAH,IA,52101
405 WINNEBAGO ST,DECORAH,IA,52101
700 COLLEGE DR,DECORAH,IA,52101
700 COLLEGE DR,DECORAH,IA,52101
1625 IA-50,CALMAR,IA,52132
123 W MAIN ST,OSSIAN,IA,52161
690 COUNTY ST,RIDGEWAY,IA,52165
3303 REBECCA ST,SIOUX CITY,IA,51104
4600 HAMILTON BLVD,SIOUX CITY,IA,51104
315 HAMILTON BLVD,SIOUX CITY,IA,51103
2801 JACKSON ST,SIOUX CITY,IA,51104
608 NEBRASKA ST,SIOUX CITY,IA,51101
1807 NEBRASKA ST,SIOUX CITY,IA,51105
4100 OUTER DR N,SIOUX CITY,IA,51108
1424 27TH ST,SIOUX CITY,IA,51104
3040 JONES STREET,SIOUX CITY,IA,51104
4400 CENTRAL ST,SIOUX CITY,IA,51106
2101 OUTER DR,SIOUX CITY,IA,51104
1717 CASSELMAN ST,SIOUX CITY,IA,51103
600 COURT ST,SIOUX CITY,IA,51106
4101 STONE AVE,SIOUX CITY,IA,51106
4327 MORNINGSIDE AVE,SIOUX CITY,IA,51106
1501 MORNINGSIDE AVE,SIOUX CITY,IA,51106
3601 BUSHNELL AVE,SIOUX CITY,IA,51106
3625 GARRETSON AVE,SIOUX CITY,IA,51106
5401 LORRAINE AVE,SIOUX CITY,IA,51106
5200 GLENN AVE,SIOUX CITY,IA,51106
3038 S. LAKEPORT ST,SIOUX CITY,IA,51106
208 PORT NEAL RD,SERGEANT BLUFF,IA,51054
2000 MILITARY RD,SIOUX CITY,IA,51103
201 PORT NEAL RD,SERGEANT BLUFF,IA,51056
317 TIPTON ST,SALIX,IA,51052
27 WASHINGTON ST,OTO,IA,51044
321 4TH ST,PIERSON,IA,51048
916 HACKABERRY ST,CORRECTIONVILLE,IA,51016
408 S 4TH ST,MOVILLE,IA,51039
100 TARA WAY,LAWTON,IA,51030
113 W 1ST ST,BRONSON,IA,51007
428 EVANS ST,SLOAN,IA,51055
400 MAIN ST,HORNICK,IA,51026
313 COOK DR,SIOUX CITY,IA,51103
110 W DIVISION ST,ANTHON,IA,51004
201 MAIN ST,DANBURY,IA,51019
110 W HICKORY ST,SMITHLAND,IA,51056
110 W DIVISION ST,ANTHON,IA,51004
916 HACKBERRY ST,CORRECTIONVILLE,IA,51016
2303 RIVERSIDE BLVD,SIOUX CITY,IA,51109
2200 W 19TH,SIOUX CITY,IA,51103
1114 W. 27TH STREET,SIOUX CITY,IA,51103
1623 REBECCA ST,SIOUX CITY,IA,51103
406 12TH ST,SIOUX CITY,IA,51103
202 6TH AVE,GRAFTON,IA,50440
201 FRANKE ST,JOICE,IA,50446
207 5TH ST,KENSETT,IA,50448
3494 EAGLE AVE,HANLONTOWN,IA,50444
1200 1ST AVE N,NORTHWOOD,IA,50459
3494 EAGLE AVE,FERTILE,IA,50434
106 S BROADWAY ST,MANLY,IA,50456
411 10TH AVE NE,BELMOND,IA,50421
300 3RD AVE NE,CLARION,IA,50525
300 3RD AVE NE,CLARION,IA,50525
114 W ELLSWORTH ST,DOWS,IA,50071
1015 NW 2ND ST,EAGLE GROVE,IA,50533
1015 NW 2ND ST,EAGLE GROVE,IA,50533
1015 NW 2ND ST,EAGLE GROVE,IA,50533
1015 NW 2ND ST,EAGLE GROVE,IA,50533
502 N MAIN ST,GOLDFIELD,IA,50542
102 MCARTHUR ST,WOOLSTOCK,IA,50599
